engagement_score,billing_risk_score,churn_risk_segment_Low Risk,numTechTickets,high_value_churn_flag,tenure,ticket_intensity,Contract_Two year,revenue_efficiency,customer_lifetime_value,MonthlyCharges,TotalCharges,InternetService_Fiber optic,support_frustration_score,PaymentMethod_Electronic check,avg_monthly_spend,tenure_group_New,tenure_group_VIP,InternetService_No,PaperlessBilling
19.0,6,False,3,0,32,0.09090909090909091,False,745.6,2982.4,93.2,2931.0,True,6,True,88.81818181818181,False,False,False,1
10.5,4,False,0,0,1,0.0,False,26.516666666666666,79.55,79.55,79.55,True,0,False,39.775,True,False,False,1
16.5,4,False,0,0,3,0.0,False,61.725,246.9,82.3,214.4,True,0,False,53.6,True,False,False,1
6.5,3,True,0,0,3,0.0,False,30.3,60.6,20.2,50.6,False,0,False,12.65,True,False,True,0
66.0,1,True,0,0,72,0.0,True,868.1142857142858,6076.8,84.4,6096.45,False,0,False,83.51301369863013,False,True,False,1
14.0,4,False,0,0,26,0.07407407407407407,False,387.40000000000003,774.8000000000001,29.8,786.5,False,2,False,29.12962962962963,False,False,False,1
44.5,3,True,0,0,39,0.0,True,652.9250000000001,3917.55,100.45,3801.7,True,0,True,95.04249999999999,False,False,False,1
5.5,3,True,0,0,1,0.0,False,9.775,19.55,19.55,19.55,False,0,False,9.775,True,False,True,0
1.5,4,False,0,0,1,1.0,False,9.75,19.5,19.5,19.5,False,2,False,9.75,True,False,True,1
43.0,0,True,0,0,56,0.0,False,1244.6000000000001,4978.400000000001,88.9,4968.0,True,0,False,87.15789473684211,False,False,False,0
30.5,3,False,4,1,43,0.09090909090909091,False,770.775,4624.65,107.55,4533.9,True,8,True,103.04318181818181,False,False,False,1
5.5,3,True,0,0,1,0.0,False,12.7,25.4,25.4,25.4,False,0,False,12.7,True,False,True,0
34.5,0,True,0,0,29,0.0,False,411.2200000000001,2056.1000000000004,70.9,1964.6,False,0,False,65.48666666666666,False,False,False,0
5.0,6,False,0,0,2,1.0,False,54.666666666666664,164.0,82.0,184.65,True,3,True,61.550000000000004,True,False,False,1
49.0,0,True,0,0,68,0.0,False,1353.1999999999998,5412.799999999999,79.6,5461.45,True,0,False,79.15144927536231,False,True,False,0
48.5,4,False,0,0,67,0.0,False,1499.9624999999999,5999.849999999999,89.55,6373.1,True,0,False,93.72205882352942,False,True,False,1
14.5,1,True,0,0,19,0.0,True,236.55,473.1,24.9,467.7,False,0,False,23.384999999999998,False,False,True,1
53.0,1,True,0,0,66,0.0,True,749.1,3745.5,56.75,3708.4,False,0,False,55.34925373134328,False,True,False,1
7.0,6,False,0,0,4,0.0,False,58.1,116.2,29.05,129.6,False,0,True,25.919999999999998,True,False,False,1
9.5,0,True,0,0,9,0.0,True,88.875,177.75,19.75,210.65,False,0,False,21.065,True,False,True,0
27.5,6,False,6,1,53,0.1111111111111111,False,917.3416666666666,5504.049999999999,103.85,5485.5,True,12,True,101.58333333333333,False,False,False,1
8.5,4,False,2,0,23,0.08333333333333333,False,224.25,448.5,19.5,470.2,False,4,False,19.591666666666665,False,False,True,1
35.0,2,False,5,1,50,0.09803921568627451,False,775.3571428571429,5427.5,108.55,5610.7,True,10,True,110.01372549019608,False,False,False,0
11.0,5,False,0,0,2,0.0,False,49.96666666666667,149.9,74.95,151.75,True,0,True,50.583333333333336,True,False,False,0
18.5,0,False,4,0,59,0.06666666666666667,False,600.325,1200.65,20.35,1267.0,False,8,False,21.116666666666667,False,False,True,0
53.5,0,False,2,0,63,0.03125,True,751.5,5260.5,83.5,5435.0,False,4,False,84.921875,False,True,False,0
37.5,4,False,0,0,25,0.0,False,296.0416666666667,1776.25,71.05,1837.7,False,0,False,70.68076923076923,False,False,False,1
3.0,6,False,1,0,14,0.4,False,375.43333333333334,1126.3,80.45,1072.0,True,7,True,71.46666666666667,False,False,False,1
42.5,0,False,1,0,65,0.06060606060606061,False,871.65,4358.25,67.05,4309.55,False,5,False,65.29621212121212,False,True,False,0
54.5,0,True,0,0,69,0.0,True,780.39,3901.95,56.55,3952.65,False,0,False,56.46642857142857,False,True,False,0
20.5,4,False,0,0,21,0.0,False,518.35,1555.05,74.05,1565.7,True,0,False,71.16818181818182,False,False,False,1
41.5,1,True,0,0,43,0.0,False,784.75,3923.75,91.25,4013.8,True,0,False,91.22272727272728,False,False,False,1
60.5,3,True,0,0,71,0.0,False,1088.6666666666667,6532.0,92.0,6585.2,True,0,True,91.46111111111111,False,True,False,1
9.5,4,False,0,0,19,0.0,False,481.65,481.65,25.35,566.1,False,0,False,28.305,False,False,False,1
25.0,0,True,0,0,40,0.0,True,393.0,786.0,19.65,830.25,False,0,False,20.25,False,False,True,0
14.5,6,False,0,0,9,0.0,False,249.89999999999998,749.6999999999999,83.3,803.3,True,0,True,80.33,True,False,False,1
38.0,1,False,4,1,58,0.06779661016949153,False,998.0833333333334,5988.5,103.25,6017.65,True,8,False,101.99406779661017,False,False,False,1
5.5,3,True,0,0,1,0.0,False,9.95,19.9,19.9,19.9,False,0,False,9.95,True,False,True,0
58.5,1,True,0,0,47,0.0,False,666.5187500000001,5332.150000000001,113.45,5317.8,True,0,False,110.78750000000001,False,False,False,1
59.0,3,True,0,0,58,0.0,True,698.4857142857143,4889.4,84.3,4916.4,False,0,True,83.32881355932203,False,False,False,1
45.0,4,False,0,0,40,0.0,False,684.3333333333334,4106.0,102.65,4108.15,True,0,False,100.19878048780487,False,False,False,1
40.5,3,True,0,0,41,0.0,False,562.52,2812.6,68.6,2877.05,False,0,True,68.50119047619049,False,False,False,1
58.5,1,True,0,0,67,0.0,False,1126.7166666666667,6760.3,100.9,6733.15,True,0,False,99.01691176470588,False,True,False,1
42.0,3,True,0,0,34,0.0,False,565.8166666666667,3394.9,99.85,3343.15,True,0,True,95.51857142857143,False,False,False,1
2.5,4,False,0,0,3,0.5,False,28.65,57.3,19.1,53.05,False,2,False,13.2625,True,False,True,1
65.0,1,True,0,0,60,0.0,True,870.375,6963.0,116.05,6925.9,True,0,False,113.53934426229507,False,True,False,1
24.0,6,False,0,0,8,0.0,False,147.35999999999999,736.8,92.1,729.95,True,0,True,81.10555555555555,True,False,False,1
10.5,4,False,0,0,15,0.0625,False,561.75,1123.5,74.9,1107.25,True,1,False,69.203125,False,False,False,1
59.0,1,True,0,0,68,0.0,True,1157.1333333333332,6942.799999999999,102.1,7149.35,True,0,False,103.61376811594204,False,True,False,1
40.5,0,True,0,0,71,0.0,True,903.475,1806.95,25.45,1789.65,False,0,False,24.856250000000003,False,True,True,0
39.0,4,False,0,0,58,0.0,False,1542.8,4628.4,79.8,4526.85,True,0,False,76.72627118644068,False,False,False,1
6.0,5,False,0,0,2,0.0,False,19.2,38.4,19.2,37.2,False,0,True,12.4,True,False,True,0
27.0,4,False,0,0,14,0.0,False,251.01999999999998,1255.1,89.65,1208.35,True,0,False,80.55666666666666,False,False,False,1
40.5,1,True,0,0,71,0.0,True,741.95,1483.9,20.9,1493.2,False,0,False,20.73888888888889,False,True,True,1
23.0,6,False,1,0,14,0.06666666666666667,False,281.54,1407.7,100.55,1415.55,True,2,True,94.36999999999999,False,False,False,1
23.0,3,True,0,0,6,0.0,False,61.14000000000001,305.70000000000005,50.95,307.6,False,0,False,43.94285714285714,True,False,False,0
32.5,4,False,0,0,15,0.0,False,173.75,1042.5,69.5,1071.4,False,0,False,66.9625,False,False,False,1
53.5,1,True,0,0,57,0.0,False,926.7249999999999,5560.349999999999,97.55,5598.0,True,0,False,96.51724137931035,False,False,False,1
53.0,1,True,0,0,66,0.0,True,807.1800000000001,4035.9,61.15,4017.45,False,0,False,59.96194029850746,False,True,False,1
25.5,6,False,6,1,69,0.08571428571428572,False,1551.6375,6206.55,89.95,6143.15,True,12,True,87.75928571428571,False,True,False,1
49.0,0,True,0,0,68,0.0,False,950.3,3801.2,55.9,3848.8,False,0,False,55.77971014492754,False,True,False,0
48.0,0,True,0,0,56,0.0,False,1061.76,5308.8,94.8,5264.3,True,0,False,92.3561403508772,False,False,False,0
33.5,6,False,1,1,35,0.027777777777777776,False,693.35,3466.75,99.05,3395.8,True,2,True,94.32777777777778,False,False,False,1
31.5,5,False,0,0,43,0.0,False,804.8166666666666,2414.45,56.15,2499.3,False,0,True,56.80227272727273,False,False,False,0
35.5,4,False,0,0,31,0.0,False,411.68,2058.4,66.4,2019.8,False,0,False,63.11875,False,False,False,1
36.5,1,True,0,0,33,0.0,False,385.77,1928.85,58.45,1955.4,False,0,False,57.51176470588236,False,False,False,1
5.5,6,False,0,0,1,0.0,False,34.675,69.35,69.35,69.35,True,0,True,34.675,True,False,False,1
47.0,0,True,0,0,44,0.0,True,734.0666666666666,4404.4,100.1,4378.35,True,0,False,97.29666666666668,False,False,False,0
43.5,2,True,0,0,57,0.0,False,761.6625,3046.65,53.45,3053.0,False,0,True,52.63793103448276,False,False,False,0
55.0,0,True,0,0,70,0.0,False,909.3,4546.5,64.95,4551.5,False,0,False,64.1056338028169,False,True,False,0
-0.5,3,False,0,0,1,1.5,False,10.275,20.55,20.55,20.55,False,3,False,10.275,True,False,True,0
42.5,1,True,0,0,55,0.0,True,759.6875,3038.75,55.25,3119.9,False,0,False,55.7125,False,False,False,1
21.5,6,False,2,0,29,0.06666666666666667,False,684.7625,2739.05,94.45,2653.65,True,4,True,88.455,False,False,False,1
31.5,4,False,0,0,33,0.0,False,502.425,2009.7,60.9,2033.85,False,0,False,59.81911764705882,False,False,False,1
7.0,5,False,0,0,4,0.0,False,149.9,299.8,74.95,308.7,True,0,True,61.739999999999995,True,False,False,0
45.0,1,True,0,0,70,0.0,True,934.5,2803.5,40.05,2799.75,False,0,False,39.433098591549296,False,True,False,1
22.5,6,False,0,0,35,0.0,False,448.0,896.0,25.6,901.25,False,0,True,25.03472222222222,False,False,True,1
4.0,4,False,0,0,2,0.3333333333333333,False,45.85,91.7,45.85,105.6,False,1,False,35.199999999999996,True,False,False,1
16.0,6,False,1,0,10,0.09090909090909091,False,224.5,898.0,89.8,914.3,True,2,True,83.11818181818181,True,False,False,1
10.5,3,True,0,0,1,0.0,False,24.866666666666664,74.6,74.6,74.6,True,0,False,37.3,True,False,False,0
20.5,0,True,0,0,31,0.0,True,316.2,632.4,20.4,609.1,False,0,False,19.034375,False,False,True,0
22.0,4,False,2,0,30,0.06451612903225806,False,678.75,2715.0,90.5,2595.85,True,4,False,83.73709677419355,False,False,False,1
38.0,6,False,3,0,60,0.04918032786885246,False,1119.0,5595.0,93.25,5774.55,True,6,True,94.66475409836066,False,True,False,1
56.0,0,True,0,0,72,0.0,True,962.64,4813.2,66.85,4758.8,False,0,False,65.18904109589042,False,True,False,0
7.0,4,False,0,0,4,0.0,False,41.4,82.8,20.7,83.75,False,0,False,16.75,True,False,True,1
7.0,4,False,0,0,4,0.0,False,139.1,278.2,69.55,284.9,True,0,False,56.98,True,False,False,1
29.5,6,False,2,0,25,0.07692307692307693,False,414.5833333333333,2487.5,99.5,2369.05,True,4,True,91.1173076923077,False,False,False,1
60.0,1,True,0,0,70,0.0,True,897.75,5386.5,76.95,5289.8,False,0,False,74.50422535211268,False,True,False,1
5.5,4,False,0,0,1,0.0,False,10.225,20.45,20.45,20.45,False,0,False,10.225,True,False,True,1
14.5,3,True,0,0,19,0.0,False,189.05,378.1,19.9,367.55,False,0,False,18.3775,False,False,True,0
-4.5,3,False,0,0,1,2.5,False,9.75,19.5,19.5,19.5,False,5,False,9.75,True,False,True,0
11.0,0,True,0,0,12,0.0,True,121.8,243.6,20.3,224.5,False,0,False,17.26923076923077,False,False,True,0
41.0,0,True,0,0,72,0.0,True,694.8,1389.6,19.3,1414.8,False,0,False,19.38082191780822,False,True,True,0
6.0,3,True,0,0,2,0.0,False,20.3,40.6,20.3,41.2,False,0,False,13.733333333333334,True,False,True,0
37.0,6,False,0,0,34,0.0,False,610.98,3054.9,89.85,3091.75,True,0,True,88.33571428571429,False,False,False,1
33.5,1,True,0,0,37,0.0,True,375.0875,1500.35,40.55,1390.85,False,0,False,36.60131578947368,False,False,False,1
49.0,1,True,0,0,58,0.0,False,1042.2599999999998,5211.299999999999,89.85,5125.75,True,0,False,86.87711864406779,False,False,False,1
5.5,4,False,0,0,1,0.0,False,22.775,45.55,45.55,45.55,False,0,False,22.775,True,False,False,1
5.5,6,False,0,0,1,0.0,False,35.625,71.25,71.25,71.25,True,0,True,35.625,True,False,False,1
5.5,6,False,0,0,1,0.0,False,25.225,50.45,50.45,50.45,False,0,True,25.225,True,False,False,1
61.0,0,True,0,0,72,0.0,True,817.8000000000001,4906.8,68.15,4808.7,False,0,False,65.87260273972602,False,True,False,0
1.0,4,False,0,0,12,0.38461538461538464,False,175.8,351.6,29.3,355.9,False,5,False,27.376923076923074,False,False,False,1
6.0,3,True,0,0,2,0.0,False,19.5,39.0,19.5,31.55,False,0,False,10.516666666666667,True,False,True,0
18.5,0,False,0,0,47,0.10416666666666667,True,461.775,923.55,19.65,921.55,False,5,False,19.198958333333334,False,False,True,0
8.0,4,False,0,0,6,0.0,False,133.8,267.6,44.6,260.8,False,0,False,37.25714285714286,True,False,False,1
32.0,2,False,2,0,60,0.11475409836065574,True,643.2,3216.0,53.6,3237.05,False,9,True,53.06639344262295,False,True,False,0
16.0,4,False,0,0,2,0.0,False,41.9,167.6,83.8,163.7,True,0,False,54.56666666666666,True,False,False,1
60.5,1,True,0,0,51,0.0,True,534.5437499999999,4276.349999999999,83.85,4307.1,False,0,False,82.82884615384616,False,False,False,1
58.0,0,False,0,0,72,0.0547945205479452,True,1126.8,7887.599999999999,109.55,7887.25,True,4,False,108.04452054794521,False,True,False,0
66.0,3,True,0,0,72,0.0,True,876.8571428571429,6138.0,85.25,6083.1,False,0,True,83.33013698630137,False,True,False,1
27.0,0,True,0,0,52,0.03773584905660377,True,599.3,1198.6,23.05,1255.1,False,2,False,23.681132075471698,False,False,True,0
70.5,0,True,0,0,71,0.0,True,827.15,6617.2,93.2,6506.15,False,0,False,90.36319444444445,False,True,False,0
19.0,0,True,0,0,28,0.0,False,357.7,715.4,25.55,672.2,False,0,False,23.179310344827588,False,False,True,0
55.5,0,True,0,0,71,0.0,True,658.17,3290.85,46.35,3353.4,False,0,False,46.575,False,True,False,0
59.0,3,True,0,0,68,0.0,True,1128.2333333333333,6769.4,99.55,6668.0,True,0,True,96.6376811594203,False,True,False,1
5.5,6,False,0,0,1,0.0,False,35.175,70.35,70.35,70.35,True,0,True,35.175,True,False,False,1
10.5,6,False,0,0,11,0.4166666666666667,False,245.3,981.2,89.2,990.3,True,5,True,82.52499999999999,True,False,False,1
16.5,4,False,0,0,3,0.0,False,42.1125,168.45,56.15,168.15,False,0,False,42.0375,True,False,False,1
55.5,1,True,0,0,61,0.0,False,1050.2166666666667,6301.3,103.3,6518.35,True,0,False,105.13467741935484,False,True,False,1
6.0,6,False,0,0,6,0.14285714285714285,False,226.5,453.0,75.5,438.0,True,1,True,62.57142857142857,True,False,False,1
33.0,5,False,0,0,46,0.0,False,814.1999999999999,2442.6,53.1,2459.8,False,0,True,52.336170212765964,False,False,False,0
30.0,0,True,0,0,50,0.0,True,1758.7499999999998,3517.4999999999995,70.35,3533.6,True,0,False,69.28627450980392,False,False,False,0
48.5,1,False,4,1,69,0.05714285714285714,False,1025.6357142857144,7179.45,104.05,7262.0,True,8,False,103.74285714285715,False,True,False,1
49.0,1,True,0,0,38,0.0,True,463.6,3245.2000000000003,85.4,3297.0,False,0,False,84.53846153846153,False,False,False,1
6.5,6,False,0,0,3,0.0,False,111.375,222.75,74.25,210.3,True,0,True,52.575,True,False,False,1
25.0,4,False,6,1,68,0.08695652173913043,False,1523.1999999999998,6092.799999999999,89.6,6127.6,True,12,False,88.80579710144929,False,True,False,1
17.5,3,True,0,0,25,0.0,False,260.0,520.0,20.8,460.2,False,0,False,17.7,False,False,True,0
25.0,3,False,1,0,18,0.05263157894736842,False,359.1,1795.5,99.75,1836.25,True,2,False,96.64473684210526,False,False,False,0
7.5,4,False,0,0,7,0.375,False,198.79999999999998,596.4,85.2,602.55,True,3,False,75.31875,True,False,False,1
57.5,0,True,0,0,65,0.0,True,649.4583333333334,3896.75,59.95,3921.1,False,0,False,59.41060606060606,False,True,False,0
9.0,0,True,0,0,12,0.07692307692307693,False,115.8,231.6,19.3,228.75,False,1,False,17.596153846153847,False,False,True,0
0.5,3,True,0,0,1,0.0,False,24.8,24.8,24.8,24.8,False,0,False,12.4,True,False,False,0
