customerID,numAdminTickets,numTechTickets,support_frustration_score,high_value_churn_flag
2040-LDIWQ,0,0,0,0
6496-JDSSB,0,0,0,0
9408-SSNVZ,0,0,0,0
4443-EMBNA,0,0,0,0
6469-MRVET,0,0,0,0
0742-MOABM,0,0,0,0
5961-VUSRV,0,0,0,0
6778-JFCMK,0,0,0,0
6341-JVQGF,0,0,0,0
2232-DMLXU,0,0,0,0
4811-JBUVU,0,0,0,0
0945-TSONX,0,0,0,0
2651-ZCBXV,0,0,0,0
3316-UWXUY,0,0,0,0
8937-RDTHP,0,1,2,0
7083-MIOPC,0,0,0,0
1984-GPTEH,0,0,0,0
1251-KRREG,0,0,0,0
0621-JFHOL,0,0,0,0
9903-LYSAB,0,0,0,0
0094-OIFMO,0,0,0,0
9227-UAQFT,0,0,0,0
7301-ABVAD,0,1,2,0
6614-FHDBO,4,0,4,0
7576-ASEJU,0,2,4,0
9058-HRZSV,0,0,0,0
4522-AKYLR,0,0,0,0
0221-WMXNQ,1,0,1,0
0303-UNCIP,0,0,0,0
9947-OTFQU,0,0,0,0
0322-YINQP,0,0,0,0
0959-WHOKV,0,0,0,0
4075-JFPGR,5,0,5,0
4629-NRXKX,0,0,0,0
9514-JDSKI,0,0,0,0
3282-ZISZV,0,0,0,0
3675-YDUPJ,0,0,0,0
4111-BNXIF,0,0,0,0
7017-VFHAY,0,0,0,0
6655-LHBYW,0,0,0,0
4959-JOSRX,0,0,0,0
5046-NUHWD,4,0,4,0
7273-TEFQD,0,0,0,0
3606-TWKGI,0,1,2,0
7529-ZDFXI,5,0,5,0
7605-BDWDC,0,0,0,0
1950-KSVVJ,0,0,0,0
0123-CRBRT,2,0,2,0
6292-TOSSS,0,0,0,0
3197-ARFOY,0,0,0,0
6323-AYBRX,0,2,4,0
7014-ZZXAW,0,0,0,0
4385-GZQXV,0,1,2,0
7633-MVPUY,0,0,0,0
6366-ZGQGL,0,0,0,0
4716-HHKQH,0,0,0,0
5940-AHUHD,0,0,0,0
6432-TWQLB,0,0,0,0
4484-GLZOU,0,5,10,1
3179-GBRWV,0,0,0,0
8645-KWHJO,0,0,0,0
4130-MZLCC,0,0,0,0
0314-TKOSI,0,0,0,0
8229-MYEJZ,0,0,0,0
2080-SRCDE,0,0,0,0
9577-WJVCQ,0,0,0,0
9512-UIBFX,0,2,4,0
6202-DYYFX,0,0,0,0
3808-HFKDE,0,0,0,0
5583-SXDAG,0,0,0,0
3488-PGMQJ,0,0,0,0
3580-REOAC,0,0,0,0
7534-BFESC,0,0,0,0
3727-OWVYD,0,0,0,0
2294-SALNE,0,0,0,0
4847-TAJYI,0,0,0,0
1563-IWQEX,2,0,2,0
8203-XJZRC,0,0,0,0
6556-DBKZF,0,0,0,0
6851-WEFYX,3,0,3,0
2985-JUUBZ,0,0,0,0
6390-DSAZX,0,0,0,0
0895-LMRSF,0,0,0,0
8098-LLAZX,0,0,0,0
8266-VBFQL,0,0,0,0
8181-YHCMF,0,1,2,0
2240-HSJQD,0,0,0,0
1248-DYXUB,0,0,0,0
0265-EDXBD,0,0,0,0
4115-BNPJY,4,0,4,0
3167-SNQPL,0,2,4,0
4091-TVOCN,0,0,0,0
1098-TDVUQ,0,0,0,0
7277-OZCGZ,0,0,0,0
1557-EMYVT,0,0,0,0
2799-ARNLO,0,0,0,0
7563-BIUPC,0,0,0,0
5027-YOCXN,0,0,0,0
3973-SKMLN,0,0,0,0
2321-OMBXY,0,3,6,1
2840-XANRC,0,2,4,0
6745-JEFZB,0,0,0,0
5020-ZSTTY,0,5,10,1
9880-TDQAC,0,0,0,0
8705-WZCYL,0,0,0,0
7102-JJVTX,1,0,1,0
8626-PTQGE,0,0,0,0
4983-CLMLV,4,0,4,0
5701-YVSVF,0,0,0,0
5804-LEPIM,0,0,0,0
5697-GOMBF,0,0,0,0
2739-CACDQ,3,0,3,0
9385-EHGDO,0,0,0,0
9498-FIMXL,0,0,0,0
2379-GYFLQ,0,0,0,0
0122-OAHPZ,0,0,0,0
2868-SNELZ,0,0,0,0
4322-RCYMT,0,6,12,1
6680-NENYN,0,4,8,1
2088-IEBAU,0,0,0,0
7982-VCELR,0,0,0,0
1343-EHPYB,0,4,8,1
6035-BXTTY,0,0,0,0
6885-PKOAM,0,0,0,0
7520-HQWJU,0,0,0,0
9639-BUJXT,0,0,0,0
5924-SNGKP,4,0,4,0
0021-IKXGC,0,0,0,0
2034-GDRCN,0,1,2,0
8966-SNIZF,0,1,2,0
6243-OZGFH,0,0,0,0
4654-DLAMQ,0,0,0,0
0513-RBGPE,5,0,5,0
5160-UXJED,2,0,2,0
4115-NZRKS,0,0,0,0
0219-YTZUE,0,0,0,0
0623-IIHUG,0,1,2,0
4572-DVCGN,0,0,0,0
3351-NGXYI,0,0,0,0
8984-EYLLL,0,0,0,0
9057-MSWCO,0,0,0,0
9833-TGFHX,0,0,0,0
9294-TDIPC,0,0,0,0
5229-DTFYB,0,0,0,0
0104-PPXDV,0,0,0,0
5176-LMJXE,4,0,4,0
3583-KRKMD,2,0,2,0
1010-DIAUQ,0,0,0,0
9069-LGEUL,0,0,0,0
7302-ZHMHP,0,0,0,0
9571-EDEBV,0,0,0,0
3520-FJGCV,0,0,0,0
6563-VRERX,0,0,0,0
0259-GBZSH,0,0,0,0
6122-EFVKN,1,0,1,0
2805-EDJPQ,0,0,0,0
6862-CQUMB,0,0,0,0
7156-MXBJE,0,0,0,0
6158-HDPXZ,0,0,0,0
9601-BRXPO,0,2,4,0
2863-IMQDR,0,0,0,0
5686-CMAWK,0,0,0,0
5651-CRHKQ,0,0,0,0
6905-NIQIN,0,0,0,0
8204-YJCLA,0,0,0,0
5167-ZFFMM,0,0,0,0
6583-SZVGP,0,0,0,0
4895-TMWIR,0,0,0,0
0533-BNWKF,0,4,8,1
1708-PBBOA,2,0,2,0
8782-LKFPK,0,0,0,0
5522-JBWMO,0,0,0,0
3597-MVHJT,0,0,0,0
9774-NRNAU,0,0,0,0
0224-RLWWD,0,0,0,0
9967-ATRFS,0,0,0,0
3951-NJCVI,0,0,0,0
2977-CEBSX,0,0,0,0
0177-PXBAT,0,0,0,0
6599-CEBNN,0,0,0,0
2519-ERQOJ,0,0,0,0
5876-QMYLD,4,0,4,0
2277-AXSDC,0,0,0,0
9442-JTWDL,0,0,0,0
0979-PHULV,0,7,14,1
3067-SVMTC,0,0,0,0
5495-GPSRW,3,0,3,0
7606-BPHHN,0,0,0,0
4742-DRORA,0,0,0,0
0111-KLBQG,0,0,0,0
4800-VHZKI,0,0,0,0
7989-CHGTL,0,0,0,0
0334-GDDSO,0,0,0,0
4163-NCJAK,0,0,0,0
5233-AOZUF,0,0,0,0
5973-EJGDP,0,0,0,0
1996-DBMUS,0,0,0,0
7916-VCCPB,5,0,5,0
4686-GEFRM,0,0,0,0
5249-QYHEX,0,0,0,0
0578-SKVMF,0,4,8,0
5564-NEMQO,0,0,0,0
2233-FAGXV,0,0,0,0
5605-IYGFG,0,0,0,0
7663-ZTEGJ,5,0,5,0
3935-TBRZZ,2,0,2,0
8111-BKVDS,0,0,0,0
2055-SIFSS,0,0,0,0
2806-MLNTI,0,0,0,0
8734-DKSTZ,0,0,0,0
4360-PNRQB,0,0,0,0
6152-ONASV,0,0,0,0
9063-ZGTUY,0,0,0,0
7781-HVGMK,0,0,0,0
2181-UAESM,0,0,0,0
2957-LOLHO,0,0,0,0
6048-NJXHX,0,0,0,0
2320-SLKMB,0,0,0,0
4980-URKXC,0,0,0,0
4376-KFVRS,0,0,0,0
5886-VLQVU,0,0,0,0
3577-AMVUX,0,0,0,0
0771-WLCLA,0,0,0,0
5628-RKIFK,0,0,0,0
0206-TBWLC,0,0,0,0
2937-FTHUR,0,1,2,0
1910-FMXJM,0,0,0,0
7752-XUSCI,0,7,14,1
4110-PFEUZ,0,0,0,0
0732-OCQOC,0,0,0,0
5168-MSWXT,2,0,2,0
1090-ESELR,2,0,2,0
8592-PLTMQ,5,0,5,0
5760-WRAHC,1,0,1,0
8847-GEOOQ,3,0,3,0
0256-LTHVJ,0,0,0,0
4785-FCIFB,0,0,0,0
8313-NDOIA,0,0,0,0
5149-CUZUJ,0,0,0,0
0942-KOWSM,0,0,0,0
4237-CLSMM,0,0,0,0
1452-VOQCH,0,0,0,0
4719-UMSIY,0,0,0,0
6614-VBEGU,0,0,0,0
0880-TKATG,0,0,0,0
3811-VBYBZ,0,0,0,0
1480-BKXGA,0,6,12,0
2996-XAUVF,0,0,0,0
9076-AXYIK,0,0,0,0
5968-XQIVE,2,0,2,0
8896-RAZCR,0,0,0,0
4640-UHDOS,0,0,0,0
4933-IKULF,0,0,0,0
3583-EKAPL,0,0,0,0
1304-BCCFO,0,0,0,0
4104-PVRPS,0,0,0,0
9399-APLBT,0,0,0,0
2359-KMGLI,0,0,0,0
3780-DDGSE,0,0,0,0
4431-EDMIQ,2,0,2,0
0306-JAELE,0,0,0,0
6227-HWPWX,0,0,0,0
0486-LGCCH,0,0,0,0
0447-BEMNG,0,5,10,0
4612-SSVHJ,0,0,0,0
5168-MQQCA,3,0,3,0
5949-XIKAE,0,2,4,0
7971-HLVXI,0,0,0,0
9094-AZPHK,0,0,0,0
3649-JPUGY,0,2,4,0
4472-LVYGI,0,0,0,0
8372-JUXUI,3,0,3,0
3552-CTCYF,0,0,0,0
6778-YSNIH,0,0,0,0
0388-EOPEX,0,0,0,0
5756-OZRIO,0,0,0,0
6579-JPICP,0,0,0,0
8205-OTCHB,0,0,0,0
4134-BSXLX,0,0,0,0
0505-SPOOW,0,0,0,0
6235-VDHOM,0,0,0,0
7783-YKGDV,2,1,4,0
4374-YMUSQ,0,0,0,0
4513-CXYIX,2,0,2,0
3957-HHLMR,0,0,0,0
7803-XOCCZ,0,0,0,0
5736-YEJAX,5,0,5,0
5609-CEBID,0,3,6,0
8981-FJGLA,1,0,1,0
7218-HKQFK,0,1,2,0
4636-QRJKY,2,0,2,0
1135-LMECX,0,0,0,0
4332-MUOEZ,0,0,0,0
8535-SFUTN,0,0,0,0
5956-VKDTT,0,0,0,0
8677-HDZEE,0,0,0,0
2475-MROZF,4,0,4,0
9412-GHEEC,0,4,8,1
3482-ABPKK,0,0,0,0
6705-LXORM,0,0,0,0
0257-ZESQC,1,0,1,0
7531-GQHME,0,0,0,0
5174-ITUMV,0,0,0,0
4109-CYRBD,2,0,2,0
0913-XWSCN,0,0,0,0
6825-UYPFK,0,0,0,0
8397-MVTAZ,0,3,6,1
0750-EBAIU,0,0,0,0
8606-CIQUL,0,0,0,0
3571-DPYUH,0,0,0,0
7601-GNDYK,2,0,2,0
0356-OBMAC,0,0,0,0
8067-NIOYM,0,0,0,0
1403-GYAFU,0,6,12,0
4234-XTNEA,0,0,0,0
1297-VQDRP,0,0,0,0
9282-IZGQK,0,0,0,0
5348-CAGXB,0,0,0,0
0621-HJWXJ,1,0,1,0
5844-QVTAT,0,0,0,0
8905-IAZPF,0,0,0,0
5394-MEITZ,0,0,0,0
6859-QNXIQ,0,0,0,0
2782-LFZVW,0,0,0,0
2866-IKBTM,0,0,0,0
1342-JPNKI,0,0,0,0
2817-NTQDO,0,2,4,0
7129-AZJDE,5,0,5,0
6986-IJDHX,5,3,11,1
2560-PPCHE,0,0,0,0
4676-MQUEA,0,4,8,0
8138-EALND,0,1,2,0
3580-HYCSP,2,0,2,0
1352-HNSAW,0,4,8,0
2075-PUEPR,0,0,0,0
1982-FEBTD,0,0,0,0
5301-GAUUY,0,0,0,0
5791-KAJFD,0,0,0,0
2654-VBVPB,0,0,0,0
1154-HYWWO,0,0,0,0
2501-XWWTZ,1,0,1,0
3716-UVSPD,2,0,2,0
6815-ABQFQ,0,0,0,0
7343-EOBEU,0,0,0,0
3701-SFMUH,0,0,0,0
6103-LIANB,0,0,0,0
7319-VENRZ,0,0,0,0
5846-NEQVZ,0,0,0,0
6967-QIQRV,0,0,0,0
5781-RFZRP,0,0,0,0
0939-YAPAF,0,4,8,1
0308-IVGOK,0,0,0,0
7293-LSCDV,0,0,0,0
7025-WCBNE,0,0,0,0
5756-JYOJT,0,0,0,0
4710-FDUIZ,0,5,10,1
6030-REHUX,0,0,0,0
9548-LIGTA,4,0,4,0
5150-LJNSR,0,0,0,0
8270-RKSAP,0,0,0,0
6522-YRBXD,5,0,5,0
2640-LYMOV,0,0,0,0
1218-VKFPE,0,0,0,0
3627-FHKBK,0,0,0,0
2865-TCHJW,0,0,0,0
1423-BMPBQ,0,0,0,0
2393-DIVAI,0,0,0,0
5192-EBGOV,0,0,0,0
4568-KNYWR,0,0,0,0
8752-IMQOS,0,0,0,0
0742-LAFQK,0,0,0,0
0795-LAFGP,0,0,0,0
0619-OLYUR,0,0,0,0
5512-IDZEI,3,0,3,0
0459-SPZHJ,0,2,4,0
0215-BQKGS,0,0,0,0
9244-ZVAPM,0,0,0,0
0719-SYFRB,0,1,2,0
8208-EUMTE,0,0,0,0
5172-MIGPM,0,0,0,0
1710-RCXUS,0,0,0,0
0374-FIUCA,0,0,0,0
5839-SUYVZ,0,0,0,0
5173-ZXXXL,0,0,0,0
1096-ADRUX,0,0,0,0
2001-MCUUW,0,0,0,0
2731-GJRDG,0,0,0,0
4723-BEGSG,0,0,0,0
6516-NKQBO,0,0,0,0
8672-OAUPW,0,0,0,0
8207-DMRVL,0,0,0,0
3419-SNJJD,0,6,12,1
6543-CPZMK,0,0,0,0
4765-OXPPD,2,0,2,0
2804-ETQDK,1,0,1,0
6689-VRRTK,4,0,4,0
7138-GIRSH,0,0,0,0
9396-ZSFLL,3,0,3,0
6464-KEXXH,0,0,0,0
7134-MJPDY,0,0,0,0
5240-CAOYT,0,0,0,0
4059-IIEBK,0,0,0,0
4881-JVQOD,1,0,1,0
0516-UXRMT,3,0,3,0
4851-BQDNX,3,0,3,0
5148-HKFIR,0,0,0,0
1009-IRMNA,2,0,2,0
3003-CMDUU,2,0,2,0
5016-IBERQ,0,0,0,0
6797-UCJHZ,0,0,0,0
2469-DTSGX,5,0,5,0
4554-YGZIH,5,3,11,1
5099-BAILX,0,4,8,1
9931-KGHOA,0,0,0,0
1775-KWJKQ,0,0,0,0
7665-VIGUD,1,0,1,0
9411-TPQQV,0,0,0,0
7207-RMRDB,0,6,12,1
7954-MLBUN,0,1,2,0
2077-DDHJK,0,0,0,0
4913-EHYUI,0,5,10,1
0195-IESCP,0,0,0,0
9574-BOSMD,0,0,0,0
4580-TMHJU,0,0,0,0
0970-ETWGE,0,1,2,0
4908-XAXAY,0,0,0,0
8404-VLQFB,0,0,0,0
1626-ERCMM,0,2,4,0
0887-HJGAR,0,0,0,0
2391-IPLOP,0,0,0,0
5644-PDMZC,0,0,0,0
3509-GWQGF,2,0,2,0
9576-ANLXO,0,0,0,0
2024-BASKD,2,0,2,0
5845-BZZIB,0,0,0,0
1140-UKVZG,0,0,0,0
4160-AMJTL,0,0,0,0
5183-SNMJQ,4,0,4,0
8100-PNJMH,0,0,0,0
7838-LAZFO,0,0,0,0
4464-JCOLN,0,0,0,0
2085-JVGAD,0,0,0,0
5650-VDUDS,2,0,2,0
8095-WANWK,0,0,0,0
3030-ZKIWL,0,0,0,0
9565-FLVCG,0,0,0,0
8755-OGKNA,0,0,0,0
2800-VEQXM,0,0,0,0
7538-GWHML,0,0,0,0
5533-RJFTJ,0,0,0,0
3859-CVCET,0,0,0,0
0214-JHPFW,0,0,0,0
5642-MHDQT,0,0,0,0
3088-FVYWK,0,0,0,0
3276-HDUEG,0,0,0,0
9092-GDZKO,0,0,0,0
0823-HSCDJ,0,5,10,0
3729-OWRVL,0,0,0,0
2324-AALNO,3,0,3,0
0822-GAVAP,0,0,0,0
5760-IFJOZ,0,0,0,0
2826-UWHIS,3,2,7,0
1448-PWKYE,0,0,0,0
7501-IWUNG,3,0,3,0
4957-TREIR,0,0,0,0
7251-LJBQN,1,0,1,0
8040-MNRTF,2,0,2,0
1536-HBSWP,0,0,0,0
5313-FPXWG,0,0,0,0
0067-DKWBL,2,0,2,0
0946-FKYTX,0,0,0,0
5076-YVXCM,3,0,3,0
8262-COGGB,0,0,0,0
6663-JOCQO,5,0,5,0
9620-QJREV,5,4,13,0
2276-YDAVZ,0,0,0,0
2682-KEVRP,0,0,0,0
2480-JZOSN,3,0,3,0
0078-XZMHT,0,0,0,0
5896-NPFWW,0,0,0,0
9978-HYCIN,4,0,4,0
8338-QIUNR,0,0,0,0
1525-LNLOJ,0,0,0,0
9450-TRJUU,0,0,0,0
1766-GKNMI,0,0,0,0
6942-LBFDP,0,0,0,0
1456-TWCGB,0,0,0,0
7133-VBDCG,3,2,7,0
7596-ZYWBB,0,2,4,0
8329-UTMVM,0,0,0,0
3014-WJKSM,0,0,0,0
3347-YJZZE,0,0,0,0
1029-QFBEN,0,0,0,0
7929-DMBCV,0,0,0,0
9661-JALZV,0,0,0,0
5433-KYGHE,0,0,0,0
4312-KFRXN,0,0,0,0
5575-TPIZQ,0,0,0,0
0114-IGABW,4,0,4,0
9944-AEXBM,0,0,0,0
1853-ARAAQ,0,0,0,0
6952-OMNWB,0,3,6,0
4697-LUPSU,0,0,0,0
8434-VGEQQ,0,0,0,0
4952-YSOGZ,0,0,0,0
1589-AGTLK,0,0,0,0
5244-IRFIH,1,2,5,1
6549-YMFAW,3,0,3,0
4950-HKQTE,0,0,0,0
6786-OBWQR,0,0,0,0
2684-EIWEO,0,3,6,0
2753-JMMCV,0,0,0,0
6439-GTPCA,0,0,0,1
6621-YOBKI,0,0,0,0
1216-JWVUX,0,0,0,0
7564-GHCVB,0,0,0,0
1173-NOEYG,0,0,0,0
7595-EHCDL,0,0,0,0
6647-ZEDXT,0,0,0,0
2521-NPUZR,0,4,8,0
1307-TVUFB,5,0,5,0
7503-MIOGA,0,0,0,0
4381-MHQDC,0,0,0,0
6923-JHPMP,0,0,0,0
5138-WVKYJ,0,0,0,0
4018-PPNDW,0,0,0,0
1635-FJFCC,0,0,0,0
2499-AJYUA,3,0,3,0
6919-ELBGL,0,0,0,0
3966-HRMZA,0,0,0,0
6425-JWTDV,5,0,5,0
8405-IGQFX,5,0,5,0
8224-IVVPA,0,0,0,0
9477-LGWQI,0,0,0,0
1410-RSCMR,0,0,0,0
3115-CZMZD,5,0,5,0
0139-IVFJG,5,0,5,0
6683-VLCTZ,0,3,6,0
5730-DBDSI,0,0,0,0
0030-FNXPP,0,0,0,0
2189-WWOEW,0,1,2,0
5684-FJVYR,5,0,5,0
4013-GUXND,0,0,0,0
1894-IGFSG,0,3,6,0
7379-POKDZ,5,0,5,0
1266-NZYUI,0,0,0,0
7969-FFOWG,5,0,5,0
4718-DHSMV,0,0,0,0
5175-WLYXL,0,0,0,0
7817-OMJNA,0,0,0,0
8728-SKJLR,0,0,0,0
3137-NYQQI,0,0,0,0
7706-DZNKK,0,0,0,0
0236-HFWSV,5,1,7,0
3900-AQPHZ,0,0,0,0
5842-POCOP,0,0,0,0
2037-XJFUP,0,4,8,1
8823-RLPWL,1,0,1,0
9505-SQFSW,0,0,0,0
7314-OXENN,3,0,3,0
3758-CKOQL,0,0,0,0
0322-CHQRU,0,0,0,0
5676-CFLYY,0,0,0,0
7521-AFHAB,0,0,0,0
0285-INHLN,0,1,2,0
4678-DVQEO,0,0,0,0
5125-CNDSP,0,0,0,0
0691-IFBQW,0,4,8,1
4992-LTJNE,0,0,0,0
2202-OUTMO,0,0,0,0
0810-BDHAW,0,0,0,0
0229-LFJAF,1,0,1,0
7131-ZQZNK,0,0,0,0
3442-ZHHCC,0,0,0,0
5726-CVNYA,0,0,0,0
9871-ELEYA,0,0,0,0
4257-GAESD,0,0,0,0
5173-WXOQV,0,0,0,0
2040-OBMLJ,0,0,0,0
6286-ZHAOK,0,0,0,0
3807-XHCJH,0,0,0,0
3009-JWMPU,0,6,12,1
5671-RQRLP,2,0,2,0
1450-GALXR,0,2,4,0
8859-AXJZP,0,0,0,0
3174-AKMAS,0,0,0,0
3138-BKYAV,0,0,0,0
9926-PJHDQ,0,0,0,0
7382-DFJTU,0,0,0,0
2798-NYLMZ,0,0,0,0
4289-DTDKW,0,5,10,1
1820-TQVEV,5,0,5,0
2239-JALAW,0,4,8,1
4853-RULSV,0,7,14,1
8098-TDCBU,0,0,0,0
3551-GAEGL,0,0,0,0
4785-NKHCX,0,0,0,0
3196-NVXLZ,0,0,0,0
