engagement_score,billing_risk_score,churn_risk_segment_Low Risk,numTechTickets,high_value_churn_flag,tenure,ticket_intensity,Contract_Two year,revenue_efficiency,customer_lifetime_value,MonthlyCharges,TotalCharges,InternetService_Fiber optic,support_frustration_score,PaymentMethod_Electronic check,avg_monthly_spend,tenure_group_New,tenure_group_VIP,InternetService_No,PaperlessBilling,Churn
41.5,1,True,0,0,43,0.0,False,618.34,3091.7000000000003,71.9,3173.35,False,0,False,72.12159090909091,False,False,False,1,0
23.0,6,False,0,0,6,0.0,False,109.2,546.0,91.0,531.0,True,0,True,75.85714285714286,True,False,False,1,1
39.5,0,True,0,0,69,0.0,True,681.375,1362.75,19.75,1375.4,False,0,False,19.64857142857143,False,True,True,0,0
66.0,0,True,0,0,72,0.0,True,1128.3428571428572,7898.400000000001,109.7,8129.3,True,0,False,111.36027397260274,False,True,False,0,0
34.5,0,True,0,0,59,0.0,True,569.35,1138.7,19.3,1192.7,False,0,False,19.878333333333334,False,False,True,0,0
35.0,6,False,0,0,20,0.0,False,321.8333333333333,1931.0,96.55,1901.65,True,0,True,90.5547619047619,False,False,False,1,0
17.0,1,True,0,0,24,0.0,True,289.20000000000005,578.4000000000001,24.1,587.4,False,0,False,23.496,False,False,True,1,0
59.5,6,False,0,0,59,0.0,False,938.5214285714285,6569.65,111.35,6519.75,True,0,True,108.6625,False,False,False,1,0
66.0,1,True,0,0,72,0.0,True,1154.5714285714287,8082.0,112.25,8041.65,True,0,False,110.15958904109588,False,True,False,1,0
5.5,3,True,0,0,1,0.0,False,10.375,20.75,20.75,20.75,False,0,False,10.375,True,False,True,0,0
38.5,1,True,0,0,27,0.0,False,458.55,2751.3,101.9,2681.15,True,0,False,95.75535714285715,False,False,False,1,0
22.0,4,False,0,0,14,0.0,False,280.175,1120.7,80.05,1112.3,True,0,False,74.15333333333334,False,False,False,1,0
60.5,2,True,0,0,71,0.0,True,1249.0083333333334,7494.05,105.55,7405.5,True,0,True,102.85416666666667,False,True,False,0,0
16.5,4,False,0,0,13,0.0,False,339.3,1017.9,78.3,1033.95,True,0,False,73.85357142857143,False,False,False,1,0
27.0,3,True,0,0,44,0.0,False,1514.7,3029.4,68.85,2958.95,True,0,False,65.75444444444445,False,False,False,0,0
21.5,1,False,0,0,33,0.14705882352941177,False,659.5875,2638.35,79.95,2684.85,True,5,False,78.96617647058824,False,False,False,1,0
61.0,1,True,0,0,72,0.0,True,665.4,3992.4,55.45,4179.2,False,0,False,57.249315068493146,False,True,False,1,0
10.5,5,False,0,0,1,0.0,False,26.633333333333336,79.9,79.9,79.9,True,0,True,39.95,True,False,False,0,1
35.5,6,False,1,0,19,0.05,False,289.34285714285716,2025.4,106.6,1934.45,True,2,True,96.7225,False,False,False,1,1
62.0,1,True,0,0,64,0.0,False,936.6857142857143,6556.8,102.45,6654.1,True,0,False,102.37076923076924,False,True,False,1,0
6.0,4,False,0,0,2,0.0,False,46.0,92.0,46.0,84.5,False,0,False,28.166666666666668,True,False,False,1,1
-9.5,5,False,0,0,1,2.5,False,25.25,25.25,25.25,25.25,False,5,True,12.625,True,False,False,0,0
35.5,0,True,0,0,61,0.0,True,602.375,1204.75,19.75,1124.2,False,0,False,18.13225806451613,False,True,True,0,0
19.5,2,True,0,0,29,0.0,False,290.0,580.0,20.0,540.05,False,0,True,18.001666666666665,False,False,True,0,0
13.5,5,False,0,0,23,0.16666666666666666,False,665.4666666666667,1996.4,86.8,1975.85,True,4,True,82.32708333333333,False,False,False,0,0
49.5,4,False,1,0,57,0.017241379310344827,False,558.125,3348.75,58.75,3437.45,False,2,False,59.266379310344824,False,False,False,1,0
